Season,Team,Player,Nationality,Role,Age,Presences,Gol,Assist,Penalty Goal,Penalty Attempt,Expected Goals,Expected Assists,Progressive Carries,Progressive Passes,Progressive Receptions,Goals per 90 minutes,Assists per 90 minutes,Expected Goals per 90 minutes,Expected Assists per 90 minutes
2425,Torino,Saúl Coco,EQG,Difensore,25-200,2,0,0,0,0,0.0,0.0,0,4,0,0.0,0.0,0.0,0.0
2425,Torino,Valentino Lazaro,AUT,Difensore,28-156,2,0,1,0,0,0.3,0.8,3,5,3,0.0,0.51,0.16,0.42
2425,Torino,Vanja Milinković-Savić,SRB,Portiere,27-189,2,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
2425,Torino,Yann Karamoh,FRA,Attaccante,26-050,2,0,0,0,0,0.0,0.2,1,2,1,0.0,0.0,0.0,0.81
2425,Udinese,Brenner,BRA,Centrocampista,24-224,2,0,1,0,0,0.2,0.1,1,0,3,0.0,0.62,0.13,0.06
2425,Udinese,Christian Kabasele,BEL,Difensore,33-185,1,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
2425,Udinese,Florian Thauvin,FRA,Centrocampista,31-214,2,1,1,1,0,1.1,0.2,4,4,9,0.6,0.6,0.68,0.15
2425,Udinese,Hassane Kamara,CIV,Difensore,30-175,2,0,0,0,0,0.0,0.0,0,1,3,0.0,0.0,0.0,0.0
2425,Udinese,Jaka Bijol,SVN,Difensore,25-204,2,0,0,0,0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0
2425,Udinese,Jesper Karlström,SWE,Centrocampista,29-067,2,0,0,0,0,0.0,0.2,1,3,1,0.0,0.0,0.0,0.15
2425,Udinese,Jordan Zemura,ZIM,Difensore,24-287,1,0,0,0,0,0.0,0.0,1,0,0,0.0,0.0,0.12,0.0
2425,Udinese,Jurgen Ekkelenkamp,NED,Centrocampista,24-144,2,0,0,0,0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0
2425,Udinese,Keinan Davis,ENG,Attaccante,26-196,2,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
2425,Udinese,Kingsley Ehizibue,NED,Difensore,29-094,2,0,0,0,0,0.0,0.0,5,2,6,0.0,0.0,0.02,0.0
2425,Udinese,Lautaro Gianetti,ARG,Difensore,30-288,2,1,0,1,0,0.1,0.0,0,4,0,0.55,0.0,0.04,0.0
2425,Udinese,Lorenzo Lucca,ITA,Attaccante,23-352,2,1,0,1,0,0.2,0.0,0,1,6,0.52,0.0,0.12,0.02
2425,Udinese,Maduka Okoye,NGA,Portiere,24-365,2,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
2425,Udinese,Martín Payero,ARG,Centrocampista,25-351,2,0,0,0,0,0.1,0.0,1,10,1,0.0,0.0,0.08,0.0
2425,Udinese,Nehuén Pérez,ARG,Difensore,24-064,2,0,0,0,0,0.0,0.0,2,4,2,0.0,0.0,0.0,0.0
2425,Udinese,Oier Zarraga,ESP,Centrocampista,25-236,1,0,0,0,0,0.0,0.0,0,0,2,0.0,0.0,0.0,0.0
2425,Udinese,Sandi Lovrić,SVN,Centrocampista,26-152,2,0,0,0,0,0.0,0.0,1,4,0,0.0,0.0,0.03,0.0
2425,Venezia,Alfred Duncan,GHA,Centrocampista,31-170,2,0,0,0,0,0.0,0.1,1,4,3,0.0,0.0,0.01,0.07
2425,Venezia,Antonio Candela,ITA,Difensore,24-122,1,0,0,0,0,0.0,0.0,1,2,3,0.0,0.0,0.0,0.0
2425,Venezia,Antonio Raimondo,ITA,Attaccante,20-162,2,0,0,0,0,0.3,0.0,2,0,5,0.0,0.0,0.58,0.0
2425,Venezia,Christian Gytkjær,DEN,Attaccante,34-113,2,0,0,0,0,0.0,0.0,0,0,5,0.0,0.0,0.02,0.02
2425,Venezia,Domen Črnigoj,SVN,Centrocampista,28-283,1,0,0,0,0,0.0,0.0,2,1,1,0.0,0.0,0.0,0.0
2425,Venezia,Francesco Zampano,ITA,Difensore,30-332,2,0,0,0,0,0.1,0.0,5,1,5,0.0,0.0,0.03,0.0
2425,Venezia,Gaetano Oristanio,ITA,Centrocampista,21-334,2,0,0,0,0,0.0,0.0,0,1,1,0.0,0.0,0.0,0.03
2425,Venezia,Giorgio Altare,ITA,Difensore,26-018,2,0,0,0,0,0.2,0.0,2,4,2,0.0,0.0,0.08,0.0
2425,Venezia,Hans Nicolussi Caviglia,ITA,Centrocampista,24-070,1,0,0,0,0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0
2425,Venezia,Issa Doumbia,CIV,Centrocampista,20-316,1,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
2425,Venezia,Jay Idzes,IDN,Difensore,24-086,1,0,0,0,0,0.1,0.0,1,2,0,0.0,0.0,0.15,0.0
2425,Venezia,Jesse Joronen,FIN,Portiere,31-159,2,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
2425,Venezia,Magnus Kofod Andersen,DEN,Centrocampista,25-109,2,1,0,1,0,0.1,0.1,1,5,2,0.59,0.0,0.04,0.03
2425,Venezia,Marin Šverko,CRO,Difensore,26-205,2,0,0,0,0,0.0,0.0,3,7,0,0.0,0.0,0.0,0.0
2425,Venezia,Michael Svoboda,AUT,Difensore,25-317,2,0,0,0,0,0.0,0.3,2,4,0,0.0,0.0,0.03,0.28
2425,Venezia,Mikael Ellertsson,ISL,Centrocampista,22-169,2,0,1,0,0,0.0,0.2,3,2,4,0.0,0.58,0.02,0.13
2425,Venezia,Nicholas Pierini,ITA,Centrocampista,26-021,2,0,0,0,0,0.0,0.1,1,2,4,0.0,0.0,0.04,0.1
2425,Venezia,Nunzio Lella,ITA,Centrocampista,24-030,1,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
2425,Venezia,Richie Sagrado,BEL,Difensore,20-210,1,0,0,0,0,0.1,0.0,0,0,0,0.0,0.0,0.09,0.0
2425,Venezia,Ridgeciano Haps,SUR,Difensore,31-076,1,0,0,0,0,0.3,0.0,1,1,2,0.0,0.0,0.77,0.0
