Season,Team,Player,Nationality,Role,Age,Presences,Gol,Assist,Penalty Goal,Penalty Attempt,Expected Goals,Expected Assists,Progressive Carries,Progressive Passes,Progressive Receptions,Goals per 90 minutes,Assists per 90 minutes,Expected Goals per 90 minutes,Expected Assists per 90 minutes
2223,Udinese,Simone Pafundi,ITA,,16,8,0,0,0,0,0.1,0.1,3,6,9,0.0,0.0,0.09,0.16
2223,Udinese,Tolgay Arslan,GER,Centrocampista,31,36,1,0,1,0,2.2,1.6,45,77,37,0.07,0.0,0.16,0.12
2223,Udinese,Vivaldo Semedo,POR,Attaccante,17,5,0,0,0,0,0.1,0.0,0,1,3,0.0,0.0,0.25,0.0
2223,Udinese,Walace,BRA,Centrocampista,27,37,0,1,0,0,1.1,1.7,47,170,36,0.0,0.03,0.03,0.05
2324,Atalanta,Ademola Lookman,NGA,Attaccante,25,31,11,7,11,0,9.1,5.2,72,97,222,0.52,0.33,0.43,0.25
2324,Atalanta,Aleksei Miranchuk,RUS,,27,27,3,5,3,0,5.4,4.1,41,75,122,0.23,0.38,0.41,0.31
2324,Atalanta,Berat Djimsiti,ALB,Difensore,30,37,0,1,0,0,0.8,0.7,6,79,10,0.0,0.03,0.03,0.02
2324,Atalanta,Charles De Ketelaere,BEL,Attaccante,22,35,10,8,9,1,7.1,6.1,88,126,219,0.44,0.36,0.31,0.27
2324,Atalanta,Davide Zappacosta,ITA,Difensore,31,31,2,1,2,0,2.2,1.4,67,78,132,0.1,0.05,0.11,0.07
2324,Atalanta,Duván Zapata,COL,Attaccante,32,2,1,0,1,0,0.4,0.1,3,3,13,0.8,0.0,0.33,0.1
2324,Atalanta,El Bilal Touré,MLI,Attaccante,21,11,2,0,2,0,1.2,0.8,16,11,39,0.46,0.0,0.28,0.18
2324,Atalanta,Emil Holm,SWE,Difensore,23,22,1,1,1,0,2.7,0.8,28,27,80,0.1,0.1,0.26,0.08
2324,Atalanta,Francesco Rossi,ITA,Portiere,32,1,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
2324,Atalanta,Gianluca Scamacca,ITA,Attaccante,24,29,12,6,12,0,6.5,3.9,22,41,167,0.74,0.37,0.4,0.24
2324,Atalanta,Giorgio Scalvini,ITA,Difensore,19,33,1,3,1,0,1.4,1.1,30,116,33,0.04,0.11,0.05,0.04
2324,Atalanta,Giovanni Bonfanti,ITA,Difensore,20,2,0,0,0,0,0.1,0.0,0,1,2,0.0,0.0,0.09,0.0
2324,Atalanta,Hans Hateboer,NED,Difensore,29,23,0,1,0,0,0.3,2.0,19,42,71,0.0,0.08,0.03,0.16
2324,Atalanta,Isak Hien,SWE,Difensore,24,16,0,1,0,0,0.2,0.1,0,24,0,0.0,0.1,0.02,0.01
2324,Atalanta,José Luis Palomino,ARG,Difensore,33,4,0,0,0,0,0.0,0.0,0,2,0,0.0,0.0,0.0,0.0
2324,Atalanta,Juan Musso,ARG,Portiere,29,11,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
2324,Atalanta,Leonardo Mendicino,ITA,Centrocampista,17,1,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
2324,Atalanta,Luis Muriel,COL,Attaccante,32,18,2,1,2,0,1.5,1.7,19,24,57,0.44,0.22,0.34,0.38
2324,Atalanta,Marco Carnesecchi,ITA,Portiere,23,27,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
2324,Atalanta,Mario Pašalić,CRO,Centrocampista,28,34,6,6,4,2,7.1,4.1,48,129,74,0.26,0.26,0.31,0.18
2324,Atalanta,Marten de Roon,NED,,32,30,0,5,0,0,0.6,1.2,28,178,22,0.0,0.17,0.02,0.04
2324,Atalanta,Matteo Ruggeri,ITA,Difensore,21,34,0,4,0,0,0.5,1.8,55,142,132,0.0,0.15,0.02,0.07
2324,Atalanta,Michel Ndary Adopo,FRA,Centrocampista,23,10,0,1,0,0,0.1,0.1,3,9,16,0.0,0.83,0.06,0.06
2324,Atalanta,Mitchel Bakker,NED,Difensore,23,14,1,0,1,0,0.2,0.1,12,10,20,0.24,0.0,0.05,0.03
2324,Atalanta,Nadir Zortea,ITA,Difensore,24,5,1,0,1,0,0.1,0.3,7,10,22,0.6,0.0,0.05,0.16
2324,Atalanta,Rafael Tolói,ITA,Difensore,32,18,0,0,0,0,0.1,0.1,8,53,10,0.0,0.0,0.0,0.01
2324,Atalanta,Sead Kolašinac,BIH,Difensore,30,30,1,0,1,0,1.3,1.1,32,94,30,0.04,0.0,0.06,0.04
2324,Atalanta,Teun Koopmeiners,NED,Centrocampista,25,34,12,5,10,2,6.5,5.9,79,169,190,0.41,0.17,0.22,0.2
2324,Atalanta,Éderson,BRA,Centrocampista,24,36,6,1,6,0,3.5,1.4,32,214,50,0.19,0.03,0.11,0.04
2324,Bologna,Alexis Saelemaekers,BEL,Attaccante,24,30,4,2,4,0,2.6,2.8,65,77,180,0.19,0.1,0.13,0.14
2324,Bologna,Charalambos Lykogiannis,GRE,Difensore,29,22,2,1,2,0,1.3,1.6,36,35,41,0.2,0.1,0.13,0.16
2324,Bologna,Dan Ndoye,SUI,Attaccante,22,32,1,1,1,0,4.9,1.8,88,36,173,0.05,0.05,0.25,0.09
2324,Bologna,Federico Ravaglia,ITA,Portiere,23,6,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
2324,Bologna,Giovanni Fabbian,ITA,,20,27,5,2,5,0,4.2,1.9,11,17,41,0.43,0.17,0.35,0.16
2324,Bologna,Jens Odgaard,DEN,Attaccante,24,10,2,0,2,0,1.5,0.1,9,9,30,0.42,0.0,0.31,0.01
2324,Bologna,Jesper Karlsson,SWE,Attaccante,25,7,0,0,0,0,0.4,0.3,13,16,35,0.0,0.0,0.11,0.08
2324,Bologna,Jhon Lucumí,COL,Difensore,25,29,0,0,0,0,0.8,0.3,28,93,4,0.0,0.0,0.03,0.01
2324,Bologna,Joshua Zirkzee,NED,Attaccante,22,34,11,4,9,2,9.0,5.2,53,86,182,0.36,0.13,0.29,0.17
2324,Bologna,Kacper Urbanski,POL,,18,22,0,1,0,0,1.1,0.8,25,31,78,0.0,0.1,0.1,0.08
2324,Bologna,Kevin Bonifazi,ITA,Difensore,27,1,0,0,0,0,0.0,0.0,0,1,1,0.0,0.0,0.0,0.0
2324,Bologna,Lewis Ferguson,SCO,Centrocampista,23,31,6,3,6,0,5.4,2.3,57,142,138,0.2,0.1,0.18,0.08
2324,Bologna,Lorenzo De Silvestri,ITA,Difensore,35,15,2,0,2,0,0.2,0.0,14,27,12,0.27,0.0,0.03,0.0
2324,Bologna,Michel Aebischer,SUI,Centrocampista,26,36,0,1,0,0,1.1,1.5,26,125,55,0.0,0.04,0.04,0.06
2324,Bologna,Nicola Bagnolini,ITA,Portiere,19,1,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
2324,Bologna,Nicolás Domínguez,ARG,Centrocampista,25,2,0,0,0,0,0.0,0.0,1,9,3,0.0,0.0,0.0,0.04
2324,Bologna,Nikola Moro,CRO,Centrocampista,25,23,1,0,1,0,0.7,0.4,21,58,38,0.11,0.0,0.08,0.04
2324,Bologna,Oussama El Azzouzi,MAR,Centrocampista,22,18,2,2,2,0,0.5,0.6,4,19,8,0.33,0.33,0.08,0.09
2324,Bologna,Remo Freuler,SUI,Centrocampista,31,32,1,1,1,0,1.2,1.1,37,165,48,0.03,0.03,0.04,0.04
2324,Bologna,Riccardo Calafiori,ITA,Difensore,21,30,2,5,2,0,1.4,1.2,28,96,23,0.08,0.19,0.05,0.05
2324,Bologna,Riccardo Orsolini,ITA,Attaccante,26,33,10,2,8,2,7.4,4.4,51,71,175,0.5,0.1,0.37,0.22
2324,Bologna,Sam Beukema,NED,Difensore,24,30,1,1,1,0,1.9,0.8,14,76,5,0.04,0.04,0.07,0.03
2324,Bologna,Santiago Castro,ARG,Attaccante,18,8,1,1,1,0,1.0,0.5,1,1,15,0.37,0.37,0.35,0.2
2324,Bologna,Stefan Posch,AUT,Difensore,26,31,1,2,1,0,1.2,2.1,44,123,64,0.04,0.07,0.04,0.08
2324,Bologna,Sydney van Hooijdonk,NED,Attaccante,23,9,0,0,0,0,0.6,0.1,1,2,9,0.0,0.0,0.26,0.05
2324,Bologna,Tommaso Corazza,ITA,Difensore,19,9,0,0,0,0,0.1,0.1,10,14,9,0.0,0.0,0.04,0.03
2324,Bologna,Victor Bernth Kristiansen,DEN,Difensore,20,32,0,3,0,0,0.3,2.4,23,123,74,0.0,0.12,0.01,0.09
2324,Bologna,Łukasz Skorupski,POL,Portiere,32,32,0,0,0,0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0
2324,Cagliari,Adam Obert,SVK,Difensore,20,17,0,0,0,0,0.1,0.9,14,37,5,0.0,0.0,0.01,0.09
2324,Cagliari,Alberto Dossena,ITA,Difensore,24,35,2,4,2,0,2.2,2.1,9,89,2,0.06,0.12,0.07,0.06
2324,Cagliari,Alessandro Deiola,ITA,Centrocampista,27,27,1,0,1,0,2.5,0.9,9,64,21,0.06,0.0,0.14,0.05
2324,Cagliari,Alessandro Di Pardo,ITA,,24,15,0,0,0,0,0.1,0.2,6,11,19,0.0,0.0,0.02,0.05
2324,Cagliari,Andrea Petagna,ITA,Attaccante,28,18,1,1,1,0,1.6,1.0,11,14,56,0.09,0.09,0.15,0.09
2324,Cagliari,Antoine Makoumbou,CGO,Centrocampista,25,32,1,0,1,0,0.7,0.9,37,137,52,0.03,0.0,0.02,0.03
2324,Cagliari,Boris Radunović,SRB,Portiere,27,7,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
2324,Cagliari,Edoardo Goldaniga,ITA,Difensore,29,13,0,0,0,0,0.5,0.1,9,50,3,0.0,0.0,0.05,0.01
2324,Cagliari,Eldor Shomurodov,UZB,Attaccante,28,22,3,3,3,0,3.5,1.7,12,18,52,0.29,0.29,0.34,0.16
2324,Cagliari,Gabriele Zappa,ITA,Difensore,23,38,1,3,1,0,1.5,3.3,35,99,84,0.04,0.11,0.05,0.12
2324,Cagliari,Gaetano Oristanio,ITA,Attaccante,20,25,2,1,2,0,1.8,1.1,25,26,76,0.16,0.08,0.14,0.09
2324,Cagliari,Gianluca Gaetano,ITA,Attaccante,23,11,4,1,3,1,1.3,1.3,17,41,42,0.48,0.12,0.15,0.16
2324,Cagliari,Gianluca Lapadula,PER,Attaccante,33,23,3,1,2,1,4.8,1.1,8,4,63,0.22,0.07,0.36,0.08
2324,Cagliari,Ibrahim Sulemana,GHA,Centrocampista,20,21,2,0,2,0,0.8,0.1,15,27,14,0.13,0.0,0.05,0.01
2324,Cagliari,Jakub Jankto,CZE,,27,18,1,2,1,0,1.5,0.5,12,26,48,0.1,0.21,0.16,0.05
2324,Cagliari,Kingstone Mutandwa,ZAM,Attaccante,20,5,1,0,1,0,0.1,0.0,1,0,2,2.31,0.0,0.17,0.0
2324,Cagliari,Leonardo Pavoletti,ITA,Attaccante,34,19,4,1,4,0,2.6,0.3,1,16,40,0.57,0.14,0.37,0.04
2324,Cagliari,Marco Mancosu,ITA,,34,6,0,0,0,0,1.2,0.2,4,8,11,0.0,0.0,0.71,0.13
2324,Cagliari,Mateusz Wieteska,POL,Difensore,26,19,0,1,0,0,0.3,0.6,16,33,1,0.0,0.09,0.03,0.05
2324,Cagliari,Matteo Prati,ITA,Centrocampista,19,26,1,1,1,0,2.0,0.8,8,66,17,0.05,0.05,0.09,0.03
2324,Cagliari,Nahitan Nández,URU,,27,33,2,3,1,1,3.7,2.5,57,76,89,0.08,0.12,0.14,0.1
2324,Cagliari,Nicolas Viola,ITA,,33,26,5,2,5,0,3.4,3.9,22,57,68,0.37,0.15,0.25,0.29
2324,Cagliari,Pantelis Hatzidiakos,GRE,Difensore,26,13,0,0,0,0,0.4,0.0,3,34,7,0.0,0.0,0.04,0.0
2324,Cagliari,Paulo Azzi,BRA,,29,25,0,0,0,0,1.2,0.7,47,35,42,0.0,0.0,0.12,0.06
2324,Cagliari,Simone Aresti,ITA,Portiere,37,1,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
2324,Cagliari,Simone Scuffet,ITA,Portiere,27,31,0,0,0,0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0
2324,Cagliari,Tommaso Augello,ITA,Difensore,28,32,1,1,1,0,0.5,2.0,62,96,99,0.04,0.04,0.02,0.07
2324,Cagliari,Yerry Mina,COL,Difensore,28,14,2,0,1,1,1.3,0.0,4,23,3,0.15,0.0,0.1,0.0
2324,Cagliari,Zito Luvumbo,ANG,Attaccante,21,30,4,5,4,0,4.0,3.1,85,21,181,0.18,0.23,0.18,0.14
2324,Empoli,Alberto Cerri,ITA,Attaccante,27,12,1,0,1,0,1.2,0.2,3,9,23,0.17,0.0,0.19,0.04
2324,Empoli,Alberto Grassi,ITA,Centrocampista,28,27,0,1,0,0,1.1,0.6,13,75,13,0.0,0.05,0.05,0.03
2324,Empoli,Andrea Sodero,ITA,Centrocampista,18,1,0,0,0,0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0
2324,Empoli,Ardian Ismajli,ALB,Difensore,26,26,0,0,0,0,0.3,0.1,9,49,3,0.0,0.0,0.01,0.0
2324,Empoli,Bartosz Bereszyński,POL,Difensore,31,24,0,1,0,0,0.1,0.3,15,69,18,0.0,0.05,0.0,0.02
2324,Empoli,Daniel Maldini,ITA,Attaccante,21,7,0,0,0,0,0.3,0.0,7,10,10,0.0,0.0,0.1,0.01
2324,Empoli,Elia Caprile,ITA,Portiere,21,23,0,0,0,0,0.0,0.3,0,0,0,0.0,0.0,0.0,0.01
2324,Empoli,Emmanuel Ekong,SWE,Attaccante,21,1,0,0,0,0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.19
2324,Empoli,Emmanuel Gyasi,GHA,,29,33,1,2,1,0,3.5,1.5,15,41,60,0.05,0.1,0.17,0.07
2324,Empoli,Etrit Berisha,ALB,Portiere,34,14,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
2324,Empoli,Filippo Ranocchia,ITA,,22,9,0,0,0,0,0.2,0.5,5,21,11,0.0,0.0,0.04,0.1
2324,Empoli,Francesco Caputo,ITA,Attaccante,35,20,3,0,2,1,3.4,0.7,7,18,65,0.21,0.0,0.24,0.05
2324,Empoli,Giacomo Corona,ITA,Attaccante,19,1,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
2324,Empoli,Giuseppe Pezzella,ITA,Difensore,25,19,0,0,0,0,0.2,0.5,44,44,36,0.0,0.0,0.01,0.04
2324,Empoli,Jacopo Fazzini,ITA,Centrocampista,20,31,1,1,1,0,1.2,2.3,24,47,51,0.07,0.07,0.09,0.16
2324,Empoli,Liam Henderson,SCO,Centrocampista,27,1,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
2324,Empoli,Liberato Cacace,NZL,Difensore,22,31,0,1,0,0,0.4,1.7,34,84,55,0.0,0.05,0.02,0.08
2324,Empoli,M'Baye Niang,SEN,Attaccante,28,14,6,1,2,4,5.4,0.9,13,11,43,0.76,0.13,0.68,0.12
2324,Empoli,Matteo Cancellieri,ITA,Attaccante,21,36,4,3,4,0,4.7,2.9,48,26,138,0.2,0.15,0.24,0.15
2324,Empoli,Mattia Destro,ITA,Attaccante,32,15,0,0,0,0,1.2,0.3,4,4,19,0.0,0.0,0.29,0.08
2324,Empoli,Nicolas Haas,SUI,Centrocampista,27,1,0,0,0,0,0.1,0.0,0,6,4,0.0,0.0,0.1,0.0
2324,Empoli,Nicolò Cambiaghi,ITA,Attaccante,22,37,1,1,1,0,3.9,2.8,128,63,197,0.04,0.04,0.14,0.1
2324,Empoli,Roberto Piccoli,ITA,Attaccante,22,2,0,0,0,0,0.1,0.0,0,1,0,0.0,0.0,0.12,0.0
2324,Empoli,Răzvan Marin,ROU,Centrocampista,27,30,0,3,0,0,1.1,3.0,21,72,24,0.0,0.15,0.05,0.15
2324,Empoli,Samuele Perisan,ITA,Portiere,25,1,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
2324,Empoli,Sebastian Walukiewicz,POL,Difensore,23,27,0,0,0,0,0.1,0.1,14,45,5,0.0,0.0,0.01,0.0
2324,Empoli,Sebastiano Luperto,ITA,Difensore,26,38,1,1,1,0,1.7,1.0,13,100,13,0.03,0.03,0.04,0.03
2324,Empoli,Simone Bastoni,ITA,,26,16,1,0,1,0,0.4,0.5,12,31,26,0.12,0.0,0.05,0.06
2324,Empoli,Steven Shpendi,ALB,Attaccante,20,12,0,1,0,0,0.4,0.5,3,6,32,0.0,0.22,0.09,0.1
2324,Empoli,Szymon Żurkowski,POL,Centrocampista,25,13,4,0,4,0,1.0,0.1,17,20,37,0.41,0.0,0.1,0.01
2324,Empoli,Tommaso Baldanzi,ITA,,20,14,2,0,2,0,2.1,1.0,20,30,40,0.24,0.0,0.25,0.13
2324,Empoli,Tyronne Ebuehi,NGA,Difensore,27,15,0,1,0,0,0.3,0.9,34,37,35,0.0,0.08,0.02,0.07
2324,Empoli,Viktor Kovalenko,UKR,Centrocampista,27,17,1,1,1,0,0.9,0.8,4,20,24,0.15,0.15,0.14,0.12
2324,Empoli,Youssef Maleh,MAR,Centrocampista,24,34,0,1,0,0,1.6,2.4,17,117,65,0.0,0.03,0.05,0.08
2324,Fiorentina,Alfred Duncan,GHA,Centrocampista,30,30,2,5,2,0,1.5,2.0,23,133,47,0.1,0.24,0.07,0.1
2324,Fiorentina,Andrea Belotti,ITA,Attaccante,29,15,3,0,3,0,3.7,0.7,10,15,60,0.28,0.0,0.35,0.07
2324,Fiorentina,Antonín Barák,CZE,,28,21,2,3,2,0,1.5,2.2,17,33,64,0.22,0.33,0.17,0.25
2324,Fiorentina,Arthur Melo,BRA,Centrocampista,26,33,2,3,1,1,1.0,1.7,21,133,27,0.09,0.14,0.05,0.08
2324,Fiorentina,Christian Kouamé,CIV,Attaccante,25,23,2,1,2,0,1.9,1.8,12,41,110,0.17,0.08,0.16,0.15
2324,Fiorentina,Cristiano Biraghi,ITA,Difensore,30,29,2,5,2,0,1.6,3.6,55,129,109,0.08,0.19,0.06,0.14
2324,Fiorentina,Davide Faraoni,ITA,Difensore,31,8,0,1,0,0,0.1,0.4,7,17,16,0.0,0.23,0.02,0.08
2324,Fiorentina,Dodô,BRA,Difensore,24,9,0,0,0,0,0.1,0.8,20,39,21,0.0,0.0,0.01,0.13
2324,Fiorentina,Fabiano Parisi,ITA,Difensore,22,21,0,1,0,0,0.9,2.4,50,78,64,0.0,0.06,0.06,0.15
2324,Fiorentina,Gaetano Castrovilli,ITA,Attaccante,26,6,1,2,1,0,0.3,0.6,14,12,25,0.25,0.49,0.08,0.15
2324,Fiorentina,Giacomo Bonaventura,ITA,Centrocampista,33,31,8,3,8,0,5.7,3.6,60,140,107,0.32,0.12,0.22,0.14
2324,Fiorentina,Gino Infantino,ARG,Centrocampista,20,6,0,0,0,0,0.0,0.0,0,7,4,0.0,0.0,0.02,0.03
2324,Fiorentina,Jonathan Ikone,FRA,Attaccante,25,28,3,1,3,0,4.6,2.0,51,58,154,0.16,0.05,0.25,0.1
2324,Fiorentina,Josip Brekalo,CRO,Attaccante,25,11,1,0,1,0,0.4,0.3,14,25,69,0.14,0.0,0.06,0.04
2324,Fiorentina,Lorenzo Amatucci,ITA,Centrocampista,19,2,0,0,0,0,0.0,0.0,1,2,1,0.0,0.0,0.04,0.0
2324,Fiorentina,Luca Ranieri,ITA,Difensore,24,26,2,1,2,0,0.9,0.4,17,99,5,0.09,0.04,0.04,0.02
2324,Fiorentina,Lucas Beltrán,ARG,Attaccante,22,32,6,2,5,1,3.8,1.5,12,49,113,0.32,0.11,0.2,0.08
2324,Fiorentina,Lucas Martínez Quarta,ARG,Difensore,27,29,5,1,5,0,2.7,1.8,23,177,16,0.2,0.04,0.11,0.07
2324,Fiorentina,M'Bala Nzola,ANG,Attaccante,26,33,3,3,2,1,4.5,1.6,21,29,143,0.17,0.17,0.26,0.09
2324,Fiorentina,Maxime Lopez,FRA,Centrocampista,25,19,0,0,0,0,0.2,0.6,14,48,11,0.0,0.0,0.02,0.06
2324,Fiorentina,Michael Kayode,ITA,Difensore,19,26,1,1,1,0,0.5,1.1,45,80,102,0.04,0.04,0.02,0.05
2324,Fiorentina,Nicolás González,ARG,Attaccante,25,29,12,2,11,1,10.4,1.6,53,100,190,0.56,0.09,0.49,0.07
2324,Fiorentina,Nikola Milenković,SRB,Difensore,25,34,0,0,0,0,0.4,0.7,8,81,10,0.0,0.0,0.01,0.03
2324,Fiorentina,Oliver Christensen,DEN,Portiere,24,4,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
2324,Fiorentina,Pietro Comuzzo,ITA,,18,4,0,0,0,0,0.0,0.0,0,3,0,0.0,0.0,0.0,0.0
2324,Fiorentina,Pietro Terracciano,ITA,Portiere,33,33,0,0,0,0,0.0,0.2,0,0,0,0.0,0.0,0.0,0.01
2324,Fiorentina,Riccardo Sottil,ITA,Attaccante,24,22,2,3,2,0,2.6,2.5,66,33,139,0.16,0.24,0.21,0.2
2324,Fiorentina,Rolando Mandragora,ITA,Centrocampista,26,33,3,3,3,0,3.5,1.6,7,93,32,0.17,0.17,0.2,0.09
2324,Fiorentina,Tommaso Martinelli,ITA,Portiere,17,1,0,0,0,0,,,,,,0.0,0.0,,
2324,Fiorentina,Yerry Mina,COL,,28,4,0,0,0,0,0.1,0.0,0,2,1,0.0,0.0,0.12,0.0
2324,Frosinone,Abdou Harroui,NED,,25,18,3,3,2,1,3.1,1.2,43,38,56,0.26,0.26,0.27,0.1
2324,Frosinone,Anthony Oyono,GAB,Difensore,22,16,0,1,0,0,0.1,0.9,35,33,39,0.0,0.08,0.01,0.07
2324,Frosinone,Arijon Ibrahimović,GER,,17,16,1,1,1,0,0.8,0.7,10,22,54,0.19,0.19,0.15,0.13
2324,Frosinone,Caleb Okoli,ITA,Difensore,22,34,0,1,0,0,0.6,0.8,22,118,4,0.0,0.03,0.02,0.02
2324,Frosinone,Demba Seck,SEN,Attaccante,22,11,0,0,0,0,1.1,0.3,11,9,23,0.0,0.0,0.34,0.1
2324,Frosinone,Emanuele Valeri,ITA,Difensore,24,16,0,1,0,0,0.9,2.4,38,41,61,0.0,0.08,0.07,0.19
2324,Frosinone,Enzo Barrenechea,ARG,Centrocampista,22,36,0,1,0,0,0.6,1.7,10,155,24,0.0,0.03,0.02,0.05
2324,Frosinone,Farés Ghedjemis,FRA,Attaccante,20,6,0,0,0,0,0.1,0.1,7,2,19,0.0,0.0,0.06,0.07
2324,Frosinone,Francesco Gelli,ITA,,26,27,0,0,0,0,0.7,2.4,42,61,87,0.0,0.0,0.04,0.14
2324,Frosinone,Gennaro Borrelli,ITA,Attaccante,23,1,0,0,0,0,0.0,0.0,1,0,1,0.0,0.0,0.0,0.0
2324,Frosinone,Giorgi Kvernadze,GEO,,20,5,0,0,0,0,0.0,0.0,0,1,6,0.0,0.0,0.0,0.0
2324,Frosinone,Giuseppe Caso,ITA,Attaccante,24,14,0,0,0,0,0.3,0.2,15,20,37,0.0,0.0,0.06,0.04
2324,Frosinone,Ilario Monterisi,ITA,Difensore,21,24,2,2,2,0,1.1,0.4,4,47,18,0.12,0.12,0.07,0.02
2324,Frosinone,Jaime Báez,URU,Attaccante,28,11,1,0,1,0,0.5,0.5,12,29,39,0.18,0.0,0.08,0.1
2324,Frosinone,Kaio Jorge,BRA,Attaccante,21,20,3,0,2,1,5.4,0.3,6,11,46,0.33,0.0,0.6,0.03
2324,Frosinone,Karlo Lulić,CRO,Centrocampista,27,1,0,0,0,0,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0
2324,Frosinone,Kevin Bonifazi,ITA,Difensore,27,6,0,0,0,0,0.0,0.1,2,7,1,0.0,0.0,0.0,0.02
2324,Frosinone,Luca Garritano,ITA,,29,12,0,0,0,0,0.7,0.3,6,23,23,0.0,0.0,0.13,0.06
2324,Frosinone,Luca Mazzitelli,ITA,Centrocampista,27,29,5,0,5,0,2.3,1.1,18,167,53,0.2,0.0,0.09,0.05
2324,Frosinone,Luigi Canotto,ITA,Attaccante,29,1,0,0,0,0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0
2324,Frosinone,Marco Brescianini,ITA,Centrocampista,23,36,4,2,4,0,2.3,1.6,46,70,100,0.16,0.08,0.09,0.06
2324,Frosinone,Marvin Cuni,ALB,Attaccante,22,22,1,0,1,0,1.3,0.3,6,11,45,0.17,0.0,0.22,0.05
2324,Frosinone,Mateus Lusuardi,BRA,Difensore,19,4,0,0,0,0,0.1,0.0,2,12,0,0.0,0.0,0.03,0.0
2324,Frosinone,Matìas Soulé,ARG,Attaccante,20,36,11,3,6,5,10.5,6.6,115,198,211,0.32,0.09,0.3,0.19
2324,Frosinone,Mehdi Bourabia,MAR,Centrocampista,31,10,0,0,0,0,0.1,0.0,1,7,8,0.0,0.0,0.05,0.0
2324,Frosinone,Michele Cerofolini,ITA,Portiere,24,8,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
2324,Frosinone,Nadir Zortea,ITA,Difensore,24,14,1,5,1,0,0.4,2.8,31,42,71,0.07,0.36,0.03,0.2
2324,Frosinone,Pol Lirola,ESP,Difensore,25,25,2,1,2,0,1.3,1.1,30,65,59,0.12,0.06,0.08,0.06
2324,Frosinone,Przemysław Szymiński,POL,Centrocampista,29,1,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
2324,Frosinone,Reinier,BRA,,21,22,2,2,2,0,1.3,1.9,10,32,42,0.17,0.17,0.11,0.16
2324,Frosinone,Riccardo Marchizza,ITA,Difensore,25,13,0,4,0,0,0.4,0.8,6,36,39,0.0,0.31,0.03,0.06
2324,Frosinone,Simone Romagnoli,ITA,Difensore,33,33,1,1,1,0,1.2,0.4,2,47,2,0.03,0.03,0.04,0.01
2324,Frosinone,Stefano Turati,ITA,Portiere,21,31,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
2324,Frosinone,Walid Cheddira,MAR,Attaccante,25,36,7,1,6,1,9.0,1.4,31,22,139,0.3,0.04,0.38,0.06
2324,Genoa,Aarón Martín,ESP,Difensore,26,22,0,1,0,0,0.2,1.7,28,35,72,0.0,0.07,0.01,0.11
2324,Genoa,Alan Matturro,URU,Difensore,18,6,0,0,0,0,0.1,0.0,0,4,1,0.0,0.0,0.06,0.0
2324,Genoa,Albert Guðmundsson,ISL,Attaccante,26,35,14,4,10,4,9.9,5.2,82,120,168,0.42,0.12,0.3,0.16
2324,Genoa,Alessandro Vogliacco,ITA,Difensore,24,20,0,1,0,0,0.4,0.5,8,49,12,0.0,0.08,0.03,0.04
2324,Genoa,Berkan Kutlu,TUR,Centrocampista,25,6,0,0,0,0,0.2,0.3,4,5,9,0.0,0.0,0.07,0.13
2324,Genoa,Caleb Ekuban,GHA,Attaccante,29,29,4,1,4,0,2.9,1.4,14,15,93,0.32,0.08,0.23,0.11
2324,Genoa,Christos Papadopoulos,GRE,Attaccante,18,1,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
2324,Genoa,Daniele Sommariva,ITA,Portiere,26,1,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
2324,Genoa,David Akpan Ankeye,NGA,Attaccante,21,6,0,0,0,0,0.0,0.0,3,1,2,0.0,0.0,0.0,0.0
2324,Genoa,Davide Biraschi,ITA,Difensore,29,1,1,0,1,0,0.1,0.0,0,5,4,1.0,0.0,0.1,0.0
2324,Genoa,Djed Spence,ENG,Difensore,22,16,0,0,0,0,0.2,0.3,17,25,31,0.0,0.0,0.02,0.03
